Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date)
"3,7",Handelsbanken,Rörlig,"11 262",2800000,Mars 2011
"3,51",SEB,Rörlig,"11 262",,
"4,3",SBAB,3 månader,"11 262","3,5",2012-03-01
"3,58",SEB,3 månader,"11 262","1,5",2011-07-01
"4,22",Swedbank,1 år,"11262","1,675 Mkr.",2011-07-01
"3,56",SEB,3 månader,"11 262","2,5",2006
"3,36",SEB,3 månader,"11 262","3,7 mkr",2010
"3,96",SEB,3 månader,"11 262",3 mkr,december 2012
"3,31",SEB,3 månader,"11 262","2,1",Februari 2012
"4,24",SBAB,Rörlig,"11 262",1475000,augusti 2010
"3,73",Handelsbanken,3 månader,"11 263",,
"3,09",SEB,1 år,"11263","1,2 mkr",110815
"3,62",Handelsbanken,2 år,"11263","1,1 mkr",Januari 2012
"4,05",Handelsbanken,räntetat,"11 264",,
"3,56",SEB,3 månader,"11 264",,
"3,49",SBAB,3 år,"11264",,
"3,51",SEB,Rörlig,"11 264",,
"3,51",SEB,3 månader,"11 264",,
"3,82",Handelsbanken,Rörlig,"11 264",,
"3,68",Nordea,3 månader,"11 264","3,05 Mkr",2012-03-27
"4,07",Handelsbanken,1 år,"11264","1,421 mkr",2012-03-01
"4,04",SBAB,Rörlig,"11 264",920.000 kr,20110520
"3,26",SEB,3 månader,"11 265","5,6 mkr",110825
"4,1",Handelsbanken,1 år,"11265",,
"3,22",SEB,3 månader,"11 265",,
"4,64",Handelsbanken,Rörlig,"11 265",,
"4,64",Handelsbanken,3 månader,"11 265",,
"3,42",SEB,3 månader,"11 265",,
"3,7",SEB,3 månader,"11 265",,
"3,9",Skandiabanken,3 månader,"11 265","1,93 mkr",2012-03-01
"3,67",Handelsbanken,3 månader,"11 265","4,2 mkr",120330
"2,32",SEB,2 år,"11265",1.580mkr,2011-11-15
"2,47",SEB,1 år,"11265",3000000,2011-09-30
"3,2",SEB,3 månader,"11 265",1000000,2012-03-30
"3,12",SEB,3 år,"11265",1100000,2009-10-10
"3,36",SEB,3 månader,"11 265","3,8",2010
3,Handelsbanken,2 år,"11266",,
"3,45",SEB,3 månader,"11 266",,
"4,25",Swedbank,3 månader,"11 266",,
4,Handelsbanken,1 år,"11266",890000,110428
"3,75",Nordea,Rörlig,"11 266",1513000,20120331
3,SEB,1 år,"11266",1700000,Augusti 2011
"3,11",SEB,2 år,"11267","1,8",December 2011
"3,33",SEB,3 månader,"11 267",,
"3,65",Handelsbanken,3 månader,"11 267",,
"3,29",Handelsbanken,Rörlig,"11 267",,
"3,51",SEB,3 månader,"11 267",,
"3,27",Swedbank,5 år,"11267",,
"3,16",Nordea,3 år,"11267",,
"4,15",Länsförsäkringar,3 månader,"11 267",,
"3,17",SEB,1 år,"11267",,
"3,17",SEB,1 år,"11267",,
"3,28",Swedbank,6 år,"11267",,
"3,59",Handelsbanken,Rörlig,"11 267",,
"3,67",SEB,3 månader,"11 267",,
"3,22",SEB,1 år,"11267","0,5 mkr",2012-01-27
"3,25",SEB,1 år,"11267","0,55 mkr",2012-02-28
"3,95",SEB,2 år,"11267","0,55 mkr",2011-02-28
"3,9",Swedbank,3 månader,"11 267",2 mkr,120220
"4,15",Handelsbanken,3 månader,"11 267",400000,2010-01-01
"4,03",Handelsbanken,3 månader,"11 267","1,8 mkr",2012-03-30
"3,9",Handelsbanken,3 månader,"11 267","3,7 mkr",2012-03-01
"3,54",SEB,3 månader,"11 267",2327000,2010101
"3,4",SEB,ca 50% fast 50% rörligt,"11 267","2,2",2009-2012
"3,56",SEB,3 månader,"11 267","2,9",2012-03-21
"3,85",SEB,3 månader,"11 267","4,25",120201
"3,75",Nordea,2 år,"11267","0,75",februari 2012
"3,17",SEB,1 år,"11267",2,Juni 2011
"3,83",Handelsbanken,Rörlig,"11 267","3,5vmkr",Juli 2010
4,Skandiabanken,3 månader,"11 269",,
"3,36",SEB,3 månader,"11 269","3,2 mkr",2012-03-21
"3,9",Nordea,Rörlig,"11 269","2,8",2012-02-01
"4,25",SBAB,3 månader,"11 269","2,3 mkr",20120101
"3,17",SEB,1 år,"11269",01.0"0,00",Mars 2012 
"3,98",SEB,Rörlig,"11 269","1,350 mkr",December 2011
"3,75",Skandiabanken,Rörlig,"11 269","1,725 mkr",-
"3,8",Swedbank,3 månader,"11 269","5,7",januari 2012
"2,78",SEB,2 år,"11320",,
"2,78",SEB,2 år,"11320",,
"3,85",Nordea,Rörlig,"11 320",,
"3,76",SEB,3 månader,"11 320",686500,vet ej
"3,76",SEB,3 månader,"11 320",686500,vet ej
"3,14",SEB,3 år,"11320","2,3 mkr",20110830
"3,89",Handelsbanken,Rörlig,"11 320","2,9 mkr",2011-05-25
"4,1",Nordea,3 månader,"11 320","1,4",20110102
"3,75",Nordea,3 månader,"11 320","2,15",20090801
"3,65",Danske Bank,3 månader,"11 321","3,9",2011-09-05
"3,7",SBAB,3 månader,"11 321",,
"3,38",SEB,1 år,"11321",,
"3,62",Handelsbanken,2 år,"11321","1,85 mkr",2011-01-25
"3,97",Handelsbanken,3 år,"11321","1,5 mkr",110114
"4,2",Handelsbanken,Rörlig,"11 321","2,7",2010-05-20
"3,63",Handelsbanken,Rörlig,"11 321","3,9 mkr",2011-10-01
"4,3",Handelsbanken,3 månader,"11 321","1,5 mkr",Februari 2012
"3,7",Nordea,3 månader,"11 321","4,3 mkr",mars 2011
"3,68",Handelsbanken,3 månader,"11 321","4,9",April 2012
"3,66",SEB,Rörlig,"11 322",,
"3,5",SEB,2 år,"11322",,
"3,85",Swedbank,3 månader,"11 322",,
"2,97",SEB,1 år,"11322",,
"3,7",SEB,3 månader,"11 322",2100000,20090101
"5,19",SEB,1 år,"11322",2 mkr,20110628
"2,85",Swedbank,Rörlig,"11 323","2,85 Mkr",2012-03-01
"2,85",Swedbank,Rörlig,"11 323","2,85 Mkr",2012-03-01
"2,5",SEB,Rörlig,"11 323",,
"4,02",Länsförsäkringar,3 månader,"11 323",,
"3,39",SEB,1 år,"11323",,
"2,92",SEB,2 år,"11323",,
"3,7",Handelsbanken,3 månader,"11 323",,
"2,84",Swedbank,2 år,"11323","1,25",2010-05-25
"2,84",Swedbank,2 år,"11323","1,25",2010-05-25
"3,93",Handelsbanken,3 månader,"11 323",3800000,2012-04-01
"4,48",Handelsbanken,2 år,"11323",354000,2011-06-30
"3,3",Handelsbanken,3 månader,"11 323",3500000,20120201
"2,88",Swedbank,Rörlig,"11 323",2850000,-
"4,42",Handelsbanken,3 månader,"11 323",425000,Mars 2011
"4,05",Handelsbanken,3 mån med lånetak 5%,"11 323","1,2 mkr",September 2010
"3,39",SEB,1 år,"11323","2,1 mkr",April 2010
"3,56",SEB,3 månader,"11 323","1,5 mkr",Februari 2011
"4,15",Länsförsäkringar,3 månader,"11 324",,
"4,25",SBAB,3 månader,"11 324",,
"3,91",SBAB,3 månader,"11 324",,
"3,83",Handelsbanken,3 månader,"11 324",,
"3,17",SEB,3 månader,"11 324",,
"2,24",SEB,2 år,"11324","3,8",2010-08-18
"3,21",SEB,Rörlig,"11 324",2880000,120301
"4,25",Handelsbanken,2 år,"11324","2,3",2012-02-01
"3,28",SEB,1 år,"11324","2,8 mkr",Juni 2011
"4,04",Handelsbanken,2 år,"11325",,
"3,56",SEB,3 månader,"11 325",2 mkr,120228
"3,8",Skandiabanken,3 månader,"11 325",3 mkr,2012-03-31
"3,39",Swedbank,2 år,"11325","2,6",20120228
"3,36",SEB,3 månader,"11 325",3589000,Mars 2012
"2,69",SEB,2 år,"11326",,
"3,85",Swedbank,3 månader,"11 326",,
"3,85",Swedbank,3 månader,"11 326",,
"3,8",SEB,1 år,"11326",,
"2,96",SEB,2 år,"11326",,
"3,49",Swedbank,3 månader,"11 326","3,8",2012-04-01
"3,96",SBAB,Rörlig,"11 326",600000,2012-01-05
"3,51",SEB,Rörlig,"11 326","4,29",2012-12-28
"3,92",Handelsbanken,Rörlig,"11 326","1,3mkr",2012-04-01
"3,85",Nordea,3 månader,"11 326","2,1 mkr",120301
"3,93",Handelsbanken,Rörlig,"11 326","3,2mkr",100519
"3,9",Skandiabanken,3 månader,"11 326","1,8 mkr",2012-03-01
"3,75",Nordea,2 år,"11326",3315000,111230
"2,93",SEB,1 år,"11326","2,9 mkr",Oktober 2011
"4,1",Skandiabanken,3 månader,"11 326","2,5 mkr",Januari 2012
"3,27",SEB,3 månader,"11 326","4,5 mkr",mars 2012
"3,27",SEB,3 månader,"11 326","4,5 mkr",mars 2012
"3,88",SEB,3 månader,"11 327",,
"4,55",Nordea,3 år,"11327",,
"2,85",SEB,2 år,"11327",,
"3,33",SEB,Rörlig,"11 327",,
"3,88",Handelsbanken,3 månader,"11 327",,
"3,38",SEB,1 år,"11327","3,4 mkr",110628
"3,956",Swedbank,2 år,"11327",800000,120227
"3,9",Handelsbanken,3 månader,"11 327","1,75",2012-04-03
"3,76",Nordea,Rörlig,"11 327",4150000,120203
"3,72",SEB,1 år,"11327",550000,Mars 2012
"3,31",SEB,3 månader,"11 327",550000,Mars 2012
"3,63",SEB,3 månader,"11 328",,
3,Handelsbanken,2 år,"11328",,
"3,4",SEB,Rörlig,"11 328",,
"3,95",Nordea,3 månader,"11 328",,
3,SEB,3 år,"11328",,
"3,79",SBAB,3 månader,"11 328",,
3,Handelsbanken,2 år,"11328","3,5 mkr",2012-09-01
"3,98",SEB,2 år,"11328","3,6",20100701
"3,31",SEB,3 månader,"11 328",700000,2012-03-31
"3,5",Nordea,2 år,"11328",1,2012-03-25
"3,65",SEB,3 månader,"11 328","4,8",120115
"3,46",SEB,1 år,"11328",5 mkr,20120125
"3,53",Handelsbanken,3 månader,"11 328",6,2012-04-01
4,Handelsbanken,3 månader,"11 328","1,5 mkr",120201
"3,25",Handelsbanken,Rörlig,"11 328",750000,120404
"4,09",Swedbank,2 år,"11328",1 miljon,Juni 2011
"3,16",SEB,2 år,"11328",500000,januari 2012
"3,19",SBAB,2 år,"11328",500000,jan 2012
"4,15",Danske Bank,Rörlig,"11 328","1,2 mkr",Jan 2010
"4,22",Länsförsäkringar,3 månader,"11 328","1,3",Februari 2012
"3,7",SEB,Rörlig,"11 328","5,2",april 2012
"3,79",SBAB,3 månader,"11 328","3,58 mkr",justeras var 3:e månad
"3,89",SBAB,3 månader,"11 329",,
"3,02",SEB,2 år,"11329",,
"4,18",Handelsbanken,3 månader,"11 329",,
"3,5",Nordea,3 månader,"11 329",,
"3,78",Handelsbanken,3 månader,"11 329",,
"3,31",SEB,3 månader,"11 329",,
"3,8",Skandiabanken,Rörlig,"11 329",,
"3,7",Danske Bank,1 månad,"11 329",,
"3,7",Danske Bank,1 månad,"11 329",,
"4,13",Handelsbanken,3 månader,"11 329",,
"3,75",Handelsbanken,3 månader,"11 329","2,25 mkr",20120301
"3,55",Danske Bank,3 månader,"11 329",3 mkr,120331
"3,65",Swedbank,Rörlig,"11 329","3,8",20120330
"3,79",SEB,3 år,"11329","1,3 mkr",2010-02-01
"3,04",SEB,2 år,"11329","1,45 mkr",2011-11-01
"3,19",SEB,3 månader,"11 329","1,25 mkr",2012-02-01
"3,76",Handelsbanken,1 år,"11329","1,788 mkr",2011-05-04
"3,2",SEB,3 månader,"11 329","6,2",20120319
"3,79",Swedbank,2 år,"11329","1,1mkr",Augusti 2011
"3,3",SEB,3 månader,"11 329","2,7 mkr",Mars 2012
"3,19",SEB,1 år,"11329","4,6 mkr",Juni 2011
"3,56",SEB,3 månader,"11 330",,
"4,22",Länsförsäkringar,Rörlig,"11 330",,
"4,2",Swedbank,3 månader,"11 330",,
"3,95",Handelsbanken,3 månader,"11 330",,
"3,7",Swedbank,3 månader,"11 330",,
"3,49",Handelsbanken,3 månader,"11 330","2,9",2012-03-01
"3,85",Swedbank,3 månader,"11 330","1,6 mkr",110601
"3,5",SEB,Rörlig,"11 330",2 mkr,2011-05-21
"3,4",Danske Bank,Rörlig,"11 330","1,95 mkr",2010-05-01
"3,2",Swedbank,2 år,"11330","0,65 mkr",Januari 2011
"3,9",Handelsbanken,3 månader,"11 330",2,Mars 2012
"3,5",Danske Bank,Rörlig,"11 331","4,0 mkr",2010-05-25
"3,39",SEB,3 månader,"11 331",,
"3,97",Handelsbanken,3 månader,"11 331",970000,2012-04-01
4,Skandiabanken,3 månader,"11 331",3 mkr,2012-04-01
"4,09",SBAB,3 månader,"11 331",3750000,2012-03-20
"4,09",SBAB,3 månader,"11 331",3750000,2012-03-20
"2,8",Swedbank,Rörlig,"11 331","3,5",2007
4,Nordea,1 år,"11332",,
"3,77",Danske Bank,3 månader,"11 332",,
"4,5",Handelsbanken,3 månader,"11 332",,
"3,07",SEB,1 år,"11332","2,8 mkr",2011-07-30
"3,44",Swedbank,Rörlig,"11 332","1,7 mkr",120314
"3,8",Skandiabanken,3 månader,"11 332","2,2 mkr",Mars 2012
"3,52",SEB,3 månader,"11 332","1,738",2012-03-28
"2,7",SEB,2 år,"11332","3,7",Oktober 2011
"3,55",Danske Bank,Rörlig,"11 332",03.0"5,00",feb 2012
"2,69",SEB,1 år,"11333",,
"3,15",Handelsbanken,2 år,"11333",,
"4,19",Handelsbanken,3 månader,"11 333",,
"3,2",Danske Bank,3 månader,"11 333",,
"2,95",SEB,2 år,"11333",,
"3,77",Handelsbanken,3 månader,"11 333","2,8 mkr",2012-03-01
"3,55",Swedbank,3 månader,"11 333","2,2 mkr",2012-03-28
"3,75",Nordea,3 år,"11333","1,1 mkr",2013-12-03
"4,05",SBAB,Rörlig,"11 333","2,6 mkr",120401
"3,6",Nordea,3 månader,"11 333",2 mkr ,120218
"4,75",Handelsbanken,5 år,"11333",850000,2007
"4,11",Swedbank,3 månader,"11 333","2,2 mkr",jan 2012
"3,4",Swedbank,3 månader,"11 333","2,69",Mars 2012
"2,34",SEB,3 månader,"11 334",,
"3,15",SEB,2 år,"11335",,
"3,8",Handelsbanken,3 månader,"11 335",,
"3,5",Danske Bank,3 månader,"11 335",,
"3,55",Danske Bank,3 månader,"11 335",,
"3,75",Handelsbanken,2 år,"11335","4,8 mkr",100201
3,Handelsbanken,2 år,"11335","2,1 mkr",2012-02-01
"4,05",Handelsbanken,3 månader,"11 335",500.0"0,00",120401
"3,56",SEB,3 månader,"11 335","4,3 mkr",2011-07-30
"2,99",Handelsbanken,2 år,"11335",317500,20110730
"3,65",Nordea,3 månader,"11 335","1,9",120328
"3,65",Danske Bank,Rörlig,"11 335","3,0 mkr",rörligt sedan teckningen dec 2009
"3,67",SEB,3 månader,"11 335",513 tkr,November 2010
"3,45",Handelsbanken,Rörlig,"11 336",,
"3,62",SEB,3 månader,"11 336",,
"4,06",SBAB,3 månader,"11 336",,
"3,69",Skandiabanken,2 år,"11336",,
"3,61",Swedbank,3 månader,"11 336","3,4",2012-02-14
"3,65",Handelsbanken,1 år,"11336","2,8 mkr",2011-05-15
"3,66",SEB,3 månader,"11 336","1,9 mkr",2011-06-01
"3,7",Danske Bank,3 månader,"11 336",3200000,Januari 2012
"4,04",Handelsbanken,3 månader,"11 336","2,2 mkr",januari 2012
"3,68",Handelsbanken,3 månader,"11 337",,
"3,56",SEB,3 månader,"11 337",,
"4,15",Länsförsäkringar,3 månader,"11 337","1,8 mkr",2012-03-01
"4,5",Nordea,Rörlig,"11 337",1000000,70509
"2,82",SEB,1 år,"11337",4 mkr,110901
"3,37",Handelsbanken,2 år,"11337",1900000,20120101
"3,34",Swedbank,Rörlig,"11 337",5 mkr,Rörligt 3 månader
"3,16",SEB,3 månader,"11 337","4,2",Maj 2010
"3,55",Danske Bank,3 månader,"11 338",,
4,Handelsbanken,3 månader,"11 338",,
"3,62",Swedbank,3 månader,"11 338",,
"3,97",Handelsbanken,3 månader,"11 338",,
"2,88",SEB,2 år,"11338",,
"3,4",Danske Bank,Rörlig,"11 338",,
"3,67",Handelsbanken,3 månader,"11 338","2,7 mkr",110104
"3,82",Handelsbanken,3 månader,"11 338","3,8",2012-03-01
"3,8",Handelsbanken,2 år,"11339","1,8",oktober 2010
"3,38",SEB,3 månader,"11 339",,
"3,2",Handelsbanken,1 år,"11339",,
"2,98",SEB,1 år,"11339",,
4,Handelsbanken,Rörlig,"11 339",,
"3,2",SEB,2 år,"11339","1,44",2012-02-01
"2,92",SEB,3 år,"11339","1,5",20100601
"3,79",Handelsbanken,3 månader,"11 339","1,1 mkr",2012-03-01
"3,98",SBAB,3 månader,"11 339","2,5",Augusti 2011
"3,2",SEB,2 år,"11339","0,7",FEB12
"3,95",Nordea,Rörlig,"11 339","2,5 mkr",September 2010
"3,35",Danske Bank,Rörlig,"11 339","3,8",Februari 2012
"3,64",SEB,Rörlig,"11 339",2850000,mars 2012
"3,64",SEB,Rörlig,"11 339",2850000,mars 2012
"3,88",SEB,Rörlig,"11 340",,
"4,13",Handelsbanken,3 månader,"11 340",,
"3,26",SEB,3 månader,"11 340",,
"3,83",SEB,Rörlig,"11 340",,
"3,59",Swedbank,2 år,"11340",,
"3,56",Handelsbanken,2 år,"11340",,
"3,85",Handelsbanken,3 månader,"11 340",,
"3,96",SEB,3 månader,"11 340",,
"4,15",SBAB,3 månader,"11 340","1,0 mkr",2011-06-09
"2,9",SEB,2 år,"11340","2,7 mkr",2011-11-30
"4,01",Skandiabanken,1 år,"11340","2,1 mkr",2012-02-01
"3,1",Danske Bank,Rörlig,"11 340","4,4",110501
"3,57",SEB,2 år,"11340",4 mkr,2011-06-14
"3,5",Handelsbanken,1 år,"11340","2,5",2011-06-30
"3,93",Handelsbanken,Rörlig,"11 340","3,8 mkr",januari 2012
"3,5",Nordea,3 månader,"11 340","3,1mkr",feb 2010
"3,87",Handelsbanken,3 månader,"11 340","4,850 mkr",mars 2012
"4,5",Nordea,Rörlig,"11 340","4,66 mkr",Mars 2010
"3,8",Skandiabanken,Rörlig,"11 340","1,2mkr",Januari 2012
"3,65",Danske Bank,Rörlig,"11 341",,
"4,1",Nordea,3 månader,"11 341",,
"3,92",Swedbank,3 månader,"11 341",,
"4,2",Nordea,Rörlig,"11 341",,
"3,5",Länsförsäkringar,1 år,"11341",950000,2011-02-20
"3,89",Skandiabanken,3 månader,"11 341","2,6 mkr",120201
"3,2",Danske Bank,3 år,"11341","3,185 mkr",2012-04-20
"4,05",Swedbank,3 månader,"11 341","3,0 mkr",Januari 2012
"3,25",Swedbank,2 år,"11342",,
"3,92",SEB,3 månader,"11 342",,
"3,85",Nordea,3 månader,"11 342",,
"4,08",SBAB,3 månader,"11 342",,
"4,08",SBAB,Rörlig,"11 342",,
"3,65",Danske Bank,Rörlig,"11 342",,
"3,83",Handelsbanken,3 månader,"11 342","5,4 mkr",20120401
"3,8",Handelsbanken,1 år,"11342","1,3 mkr",2011-05-23
"3,7",Handelsbanken,Rörlig,"11 342","2,4",20120329
"3,7",Nordea,3 månader,"11 342","1,8",120228
"3,87",Swedbank,2 år,"11343",,
"3,8",Danske Bank,Rörlig,"11 343",,
"3,31",SEB,3 månader,"11 343",,
"3,45",Swedbank,3 år,"11343","2,7 mkr",20111115
"3,37",SEB,1 år,"11343","1,8",2011-05-04
"3,7",Nordea,3 månader,"11 343",3197000,2012-03-19
"3,24",SEB,3 månader,"11 343",850000,sep 2011
"2,69",SEB,1 år,"11343",1900000,sep 2011
"3,99",Swedbank,2 år,"11343","2,2",Juni 2011
"3,65",Danske Bank,Rörlig,"11 343",2890000,Januari 2012
"3,65",SEB,3 månader,"11 344",,
"3,74",SEB,3 månader,"11 344",,
3,SEB,2 år,"11344",,
"3,8",Skandiabanken,3 månader,"11 344",2400000,20120101
"3,85",Danske Bank,Rörlig,"11 344","1,48",101017
"3,2",Danske Bank,Rörlig,"11 344","3,8 mkr",00/00/00
"3,5",Danske Bank,Rörlig,"11 345","1,9",Februari 2012
"3,8",Skandiabanken,3 månader,"11 345",,
"3,77",Handelsbanken,3 månader,"11 345",,
"3,5",Danske Bank,Rörlig,"11 345",,
"3,16",SEB,3 månader,"11 345",,
"3,7",Danske Bank,Rörlig,"11 345",,
"3,9",Nordea,Rörlig,"11 345","2,9mkr",120125
"3,7",Swedbank,3 månader,"11 345","1,3",20120115
"3,5",Danske Bank,Rörlig,"11 345","6,0 mkr",--/--/--
"3,57",Swedbank,3 månader,"11 345",11500000,jan 2010
"3,36",SEB,3 månader,"11 345","2,5 mkr",mars 2012
"3,9",Nordea,1 år,"11345","1,55 mkr",Mars 2012
"2,61",SEB,2 år,"11346",3,2011-10-03
"3,21",SBAB,2 år,"11346",,
"3,45",Swedbank,3 månader,"11 346",,
"3,1",Handelsbanken,3 år,"11346",,
"3,52",SEB,3 månader,"11 346","2,1 mkr",2012-04-02
"3,8",Skandiabanken,3 månader,"11 346","2,75 mkr",2012-04-01
"3,45",Danske Bank,Rörlig,"11 346","4,2",Februari 2012
"3,62",Danske Bank,3 månader,"11 347",5000000,jan 2012
"3,13",Swedbank,3 månader,"11 347",,
"3,46",SEB,2 år,"11347",,
4,Nordea,3 månader,"11 347",,
"2,5",SEB,2 år,"11347",,
"4,15",SBAB,3 månader,"11 347",,
"2,13",SEB,Rörlig,"11 347",,
"3,53",Danske Bank,3 månader,"11 347",3 mkr,120301
"3,45",Swedbank,3 månader,"11 347","2,7",20120301
"3,56",SEB,3 månader,"11 347","0,8mkr",2009
"2,41",SEB,2 år,"11347","1,4 mkr",November 2010
"3,85",SEB,Rörlig,"11 347","1,9 mkr",Mars 2012
"3,46",SEB,Rörlig,"11 348",,
"3,83",Handelsbanken,3 månader,"11 348","2,7 mkr",mars 2012
"3,75",Swedbank,3 månader,"11 349",,
"3,5",Nordea,3 månader,"11 349",3660000,2012-02-23
"3,8",Nordea,3 månader,"11 349",1220000,20120228
"3,57",SEB,2 år,"11349","1,8",2012-04-02
"3,75",Länsförsäkringar,3 månader,"11 349","1,4 mkr",110401
"3,9",Nordea,2 år,"11349","2,2 mkr",120701
"3,89",SBAB,3 månader,"11 349","2,9 mkr",120206
"3,81",SEB,3 månader,"11 349","O,1",20111030
"3,79",Handelsbanken,3 månader,"11 349","2,8 mkr",120403
"3,8",Nordea,1 år,"11349",4 mkr,2011-04-27
"3,43",Handelsbanken,3 månader,"11 350",,
"3,7",Handelsbanken,3 år,"11350",,
"4,03",Handelsbanken,3 månader,"11 350",,
"3,6",Handelsbanken,2 år,"11350",,
"3,92",Handelsbanken,3 månader,"11 350","1,87 mkr",2012-03-01
"3,04",Swedbank,2 år,"11350","2,5",20111015
"3,87",Handelsbanken,3 månader,"11 350",1815000,120301
"2,79",Handelsbanken,3 månader,"11 350","1,4",111201
"3,65",Länsförsäkringar,2 år,"11350","1,7",20110622
"3,4",Swedbank,3 månader,"11 350","2,3",2011-11-01
"3,56",SEB,3 månader,"11 350",1mkr,mars 2012
"4,3",SBAB,3 månader,"11 351","0,3 mkr",20120202
"4,3",SBAB,3 månader,"11 351","0,3 mkr",20120202
"3,56",SEB,3 månader,"11 351",,
"3,91",SEB,Rörlig,"11 351",,
"3,1",SEB,2 år,"11351",,
"4,22",Handelsbanken,Rörlig,"11 351",,
4,Nordea,4 år,"11351",,
"3,82",SBAB,2 år,"11351","3,516",20111020
"3,95",Länsförsäkringar,3 månader,"11 351","1,3 mkr",20020201
"3,39",Skandiabanken,2 år,"11351","2,2 mkr",2012-03-27
"3,65",Danske Bank,Rörlig,"11 351","3,5",20110301
"3,78",Swedbank,2 år,"11351","1,6 mkr",2011-01-??
"3,58",Handelsbanken,2 år,"11351",4 mkr,2012-10-01
"3,4",SEB,3 år,"11351","1,6 mkr",mars 2012
"3,18",Handelsbanken,3 månader,"11 351","3,3 mkr",April 2012
"3,8",Handelsbanken,3 månader,"11 352",,
"3,61",Swedbank,2 år,"11352",,
"4,19",Swedbank,2 år,"11352","2,8",2011-04-01
"3,83",Handelsbanken,3 månader,"11 352",280000,2012-03-30
"4,2",Danske Bank,Rörlig,"11 352",670.0"0,00",Rörligt lån
"4,09",SBAB,3 månader,"11 352","1,3",2012-
"3,25",Nordea,2 år,"11352","1,875 mkr",Mars 2012
"3,9",Nordea,Rörlig,"11 353",,
"3,97",Handelsbanken,3 månader,"11 353",,
"3,41",SEB,3 år,"11353",,
"4,2",Nordea,3 månader,"11 353",,
"3,03",SEB,3 månader,"11 353",,
"3,32",SEB,1 år,"11353","2,4 mkr",2011-04-28
"3,63",Handelsbanken,3 månader,"11 353","5,5",2012-04-01
"3,07",SBAB,2 år,"11353",495000,20101001
"3,7",SBAB,4,"11 353",495000,20101001
"3,26",Handelsbanken,2 år,"11353","2,4",2012-03-01
"3,55",Swedbank,3 månader,"11 354",,
"2,51",SEB,3 år,"11354",,
"3,26",SEB,3 månader,"11 354",,
"3,4",Nordea,2 år,"11354","0,75",100910
"3,33",Swedbank,1 år,"11354",2,2010-10-31
"3,67",Handelsbanken,3 månader,"11 354","3,4 mkr",2012-02-01
"3,96",SEB,3 månader,"11 354","1,8",120130
"3,36",SEB,1 år,"11354",2 mkr,20120130
"3,7",Handelsbanken,2 år,"11354","1,6mkr",120301
"3,45",Handelsbanken,1 år,"11354","1,5 mkr",110601
"3,5",Danske Bank,Rörlig,"11 354",3,November 2010
"3,3",Nordea,2 år,"11354","2,7",Mars 2012
"3,55",Swedbank,3 månader,"11 354","1,02 mkr",Februari 2012
"3,86",Nordea,3 månader,"11 355",3000000,120230
"3,77",Handelsbanken,Rörlig,"11 355",,
"3,77",Handelsbanken,Rörlig,"11 355",,
"3,86",SEB,3 månader,"11 355",,
"3,85",Swedbank,3 månader,"11 355",,
"3,76",SEB,3 månader,"11 355",,
"3,42",SEB,3 månader,"11 355",,
"3,55",Handelsbanken,2 år,"11355",,
"3,53",Swedbank,3 månader,"11 355",,
"4,15",SBAB,Rörlig,"11 355",,
"2,86",SEB,2 år,"11355",,
"4,13",Handelsbanken,Rörlig,"11 355","0,8 mkr",rörlig
"3,8",Skandiabanken,Rörlig,"11 355",2200000,120403
"3,9",SEB,Rörlig,"11 355",2000000,20090909
"3,65",Handelsbanken,3 månader,"11 355","4,5 mkr",120401
"3,55",SBAB,2 år,"11355",3000000,2012-04-02
"3,94",Handelsbanken,1 år,"11355","3,7 mkr",Januaru 2011
"4,15",SBAB,Rörlig,"11 355",1200000,2005
"3,28",SEB,3 månader,"11 355","3,665",januari 2010
"3,2",SEB,3 månader,"11 355","3,2",November 2011
"3,77",Handelsbanken,7 år,"11356",,
"3,5",Nordea,3 månader,"11 356",,
"3,6",Nordea,Rörlig,"11 356",,
"3,36",SEB,3 månader,"11 356",,
"3,95",SEB,Rörlig,"11 356",,
"2,89",Swedbank,3 år,"11356",,
"3,95",Länsförsäkringar,3 månader,"11 356","4,4 mkr",2012-03-02
"3,16",Swedbank,3 månader,"11 356","2,7 mkr",20120401
"3,36",SEB,3 månader,"11 356","1,9 mkr",2012-03-27
"3,69",SEB,3 år,"11356",275000,Mars 2012
"3,6",SEB,1 år,"11356",325000,mars 2012
"3,57",SEB,2 år,"11356",307000,mars 2012
"3,8",SEB,3 månader,"11 356","2,2",mars 2009
"2,74",Handelsbanken,2 år,"11356","1,875",Nov 2010
"3,09",Handelsbanken,3 år,"11356","1,875",November 2010
"3,86",SEB,3 månader,"11 357",2500000,120228
"3,7",Swedbank,3 månader,"11 357","3,4 mkr",120228
"3,71",Swedbank,3 månader,"11 357","1,9",2012-03-30
"4,1",Swedbank,1 år,"11357","2,2",okt 2011
4,Nordea,3 månader,"11 357","4,8",2011-10-01
"3,69",Handelsbanken,3 månader,"11 357",4 mkr,110903
"3,56",SEB,3 månader,"11 358",,
"3,65",Swedbank,3 månader,"11 358",,
"2,9",SEB,1 år,"11358","2,8MKR",2011-08-01
"4,13",Handelsbanken,3 månader,"11 358","3,3 mkr",120201
"3,5",Nordea,3 månader,"11 358","2,25 mkr",120316
